ID,ZONEID,TIMESTAMP,U10,V10,U100,V100
32150202,2,20131015 2:00,3.660412148,-4.208012178,4.793749485,-5.465035719
32150302,2,20131015 3:00,3.69156062,-4.220946592,4.812785334,-5.489610175
32150402,2,20131015 4:00,3.853775391,-3.926041936,5.014976924,-5.097065566
32150502,2,20131015 5:00,3.918094964,-3.741338494,5.109641688,-4.865548316
32150602,2,20131015 6:00,3.995359356,-3.335197871,5.268102273,-4.363712044
32150702,2,20131015 7:00,3.904745619,-2.922331352,5.275305026,-3.892917191
32150802,2,20131015 8:00,2.991731307,-2.232668358,4.727381253,-3.459630719
32150902,2,20131015 9:00,1.867554626,-1.477298537,4.316824285,-3.271442117
32151002,2,20131015 10:00,1.732038545,-1.923794534,4.466538668,-4.390873286
32151102,2,20131015 11:00,2.233650307,-1.07322742,4.737670902,-2.994656131
32151202,2,20131015 12:00,2.274102868,0.048962403,4.150131983,-0.799122441
32151302,2,20131015 13:00,1.838428782,-1.659932473,4.233478134,-4.019022955
32151402,2,20131015 14:00,2.077907945,-3.738234234,4.739214349,-8.098382755
32151502,2,20131015 15:00,2.57183372,-4.888362393,5.168807166,-9.398888868
32151602,2,20131015 16:00,2.913657864,-5.239143721,5.721361281,-9.651100397
32151702,2,20131015 17:00,2.875632456,-5.739446884,5.539234506,-10.28033583
32151802,2,20131015 18:00,3.071827379,-5.907594275,5.687405442,-10.48081166
32151902,2,20131015 19:00,3.262358943,-5.928806715,5.966769394,-10.42002221
32152002,2,20131015 20:00,3.415674151,-6.015725982,6.084071384,-10.45817729
32152102,2,20131015 21:00,3.683470108,-6.036938423,6.315588472,-10.14970319
32152202,2,20131015 22:00,3.544313296,-6.077293797,6.553279348,-10.76147782
32152302,2,20131015 23:00,3.732822233,-6.835250501,5.574733793,-9.923359508
32160002,2,20131016 0:00,3.959356576,-7.501631548,5.699238537,-10.49180549
32160102,2,20131016 1:00,4.31849792,-8.043192174,6.134985426,-11.0975927
32160202,2,20131016 2:00,4.904384545,-8.083627042,6.913319192,-11.08230272
32160302,2,20131016 3:00,5.96673689,-8.031211473,8.402140337,-10.99056284
32160402,2,20131016 4:00,7.38551514,-7.37576727,10.39682415,-10.13559813
32160502,2,20131016 5:00,8.739656569,-6.151738948,12.36925435,-8.526964813
32160602,2,20131016 6:00,9.961292511,-4.05761219,14.14248756,-5.860137465
32160702,2,20131016 7:00,8.78074712,0.509531005,12.79750076,0.60179034
32160802,2,20131016 8:00,8.559596849,1.597278849,12.83875136,2.341025567
32160902,2,20131016 9:00,8.836150111,2.118938554,13.54761042,3.195990283
32161002,2,20131016 10:00,8.922948129,1.616747489,13.72401103,2.495199533
32161102,2,20131016 11:00,9.046681475,1.568824683,13.86730261,2.456974582
32161202,2,20131016 12:00,8.090056504,2.436926336,12.5261152,3.847725682
32161302,2,20131016 13:00,6.873037478,2.17285171,10.78707658,3.567409381
32161402,2,20131016 14:00,7.440918131,2.697007394,11.41072058,4.224878522
32161502,2,20131016 15:00,7.301948963,2.797844964,11.26417238,4.438938242
32161602,2,20131016 16:00,7.121427552,3.179230624,11.05249165,5.086214063
32161702,2,20131016 17:00,7.072488244,3.211678357,10.91951273,5.128261508
32161802,2,20131016 18:00,6.307926974,3.121823096,9.809003044,5.078569073
32161902,2,20131016 19:00,5.478728881,3.452290775,8.531862631,5.593968816
32162002,2,20131016 20:00,4.708627312,3.50520554,7.660715005,5.980677894
32162102,2,20131016 21:00,4.232623285,3.944997119,7.011560762,6.79996599
32162202,2,20131016 22:00,4.678155667,5.425112932,6.600683035,7.711631049
32162302,2,20131016 23:00,4.158290939,5.455563881,5.681228781,7.438959738
32170002,2,20131017 0:00,3.427433155,5.144564842,4.57180464,6.819715548
32170102,2,20131017 1:00,2.281512789,4.443604038,3.02069419,5.714782673
32170202,2,20131017 2:00,2.079646787,3.939212884,2.740582209,4.991199774
32170302,2,20131017 3:00,1.875107062,3.60911396,2.486925249,4.521340749
32170402,2,20131017 4:00,1.422802444,3.37619616,1.95160013,4.18572716
32170502,2,20131017 5:00,0.744122706,3.181833914,1.141869014,3.895085791
32170602,2,20131017 6:00,0.031575824,3.112117022,0.25381029,3.793730487
32170702,2,20131017 7:00,-1.045488475,2.969514287,-1.14986197,3.638677009
32170802,2,20131017 8:00,-2.07442578,3.054019611,-2.668172652,3.900455609
32170902,2,20131017 9:00,-1.966140044,2.489946571,-3.125170162,3.950797647
32171002,2,20131017 10:00,-2.064622133,1.578873543,-3.887178495,3.040613593
32171102,2,20131017 11:00,-1.823987164,0.496149075,-4.152766151,1.282669611
32171202,2,20131017 12:00,-1.782098854,-0.430768702,-3.958762668,-0.514876773
32171302,2,20131017 13:00,-1.598948905,-1.152761067,-3.699918448,-1.872769356
32171402,2,20131017 14:00,-1.304393878,-1.618596667,-3.37156496,-2.782282183
32171502,2,20131017 15:00,-0.832481965,-1.912780828,-2.810303546,-3.812615903
32171602,2,20131017 16:00,-0.440336089,-2.116649923,-2.067488071,-4.859059075
32171702,2,20131017 17:00,-0.241589429,-2.570866041,-1.421674337,-5.88805034
32171802,2,20131017 18:00,-0.239361327,-3.008709253,-1.138968726,-6.694194182
32171902,2,20131017 19:00,-0.075373052,-3.268563125,-0.672634151,-7.168751797
32172002,2,20131017 20:00,0.361780476,-3.41433481,0.221649285,-7.466776664
32172102,2,20131017 21:00,0.940195644,-3.846896439,1.361290066,-7.441941259
32172202,2,20131017 22:00,1.06229561,-4.287380442,1.774714601,-7.049273359
32172302,2,20131017 23:00,1.033330289,-4.872051655,1.536100691,-6.64452337
32180002,2,20131018 0:00,1.534653143,-5.35161937,2.162721567,-7.078807355
32180102,2,20131018 1:00,2.33408576,-5.696195003,3.172612254,-7.486561868
32180202,2,20131018 2:00,2.249340067,-5.467244526,3.01663238,-7.127236924
32180302,2,20131018 3:00,1.951269008,-5.298940068,2.613893348,-6.880427872
32180402,2,20131018 4:00,1.754642302,-5.142388715,2.371146535,-6.671124116
32180502,2,20131018 5:00,1.66739181,-4.990538604,2.263314789,-6.482992706
32180602,2,20131018 6:00,1.701206594,-4.820823774,2.321493778,-6.319058262
32180702,2,20131018 7:00,1.669479143,-4.489856349,2.324503036,-6.00812725
32180802,2,20131018 8:00,1.181043375,-3.401988988,2.022574148,-5.408042495
32180902,2,20131018 9:00,0.622890707,-2.311771007,1.648924611,-5.492126951
32181002,2,20131018 10:00,0.702626803,-2.428831929,1.573191618,-6.185974949
32181102,2,20131018 11:00,0.710976132,-2.714197308,1.417713287,-6.98084528
32181202,2,20131018 12:00,0.769838904,-3.007554799,1.481910791,-7.525881938
32181302,2,20131018 13:00,0.934320692,-3.25719074,1.843523296,-7.872503475
32181402,2,20131018 14:00,1.116336072,-3.537854877,2.257296273,-8.203396984
32181502,2,20131018 15:00,1.241993479,-3.787020695,2.53063721,-8.494970423
32181602,2,20131018 16:00,1.382262213,-3.995285708,2.830559926,-8.732100689
32181702,2,20131018 17:00,0.975232406,-4.07191595,2.25679473,-8.721816979
32181802,2,20131018 18:00,0.710558666,-4.131621721,1.769294932,-8.765371517
32181902,2,20131018 19:00,0.706801467,-4.355870956,1.66547553,-9.024883977
32182002,2,20131018 20:00,0.637502034,-4.684487761,1.427242604,-9.399936949
32182102,2,20131018 21:00,0.503495297,-5.249577029,1.082682561,-9.637672139
32182202,2,20131018 22:00,0.15574573,-5.79586133,0.634303116,-10.27768189
32182302,2,20131018 23:00,-0.11727734,-6.541008161,0.013894422,-9.335814989
32190002,2,20131019 0:00,-0.055074837,-7.381120077,0.086618157,-10.16940047
32190102,2,20131019 1:00,0.961791211,-8.143355126,1.42266635,-11.07788659
32190202,2,20131019 2:00,1.91254061,-7.656905788,2.662099166,-10.29685426
32190302,2,20131019 3:00,2.519536977,-6.924048702,3.444244702,-9.236485647
32190402,2,20131019 4:00,2.731334278,-6.281066783,3.724959949,-8.336458075
32190502,2,20131019 5:00,2.380899942,-5.629471827,3.248386888,-7.439960023
32190602,2,20131019 6:00,2.001067873,-5.269596682,2.778242421,-7.004820643
32190702,2,20131019 7:00,1.852074819,-5.104451064,2.663384885,-6.975576049
32190802,2,20131019 8:00,0.910345179,-3.91210719,1.705953034,-6.45774506
32190902,2,20131019 9:00,0.370495907,-2.927225159,1.126951052,-6.927675422
32191002,2,20131019 10:00,0.325397112,-3.415921376,0.878378772,-7.985018738
32191102,2,20131019 11:00,0.236535784,-4.112079435,0.599377816,-8.928408982
32191202,2,20131019 12:00,0.348781672,-4.948292962,0.8115214,-9.80272148
32191302,2,20131019 13:00,0.990520813,-6.04851479,2.090382922,-10.89888951
32191402,2,20131019 14:00,1.549077734,-5.283077957,3.392815954,-9.577840642
32191502,2,20131019 15:00,0.423612264,-4.726975365,1.186094111,-9.292957965
32191602,2,20131019 16:00,1.095083203,-5.083480191,2.322669432,-9.741206991
32191702,2,20131019 17:00,1.602528157,-5.337752016,3.15538657,-10.01550111
32191802,2,20131019 18:00,1.602862222,-5.482675722,3.051243356,-10.26155907
32191902,2,20131019 19:00,1.829024324,-5.216046062,3.463530482,-9.953986619
32192002,2,20131019 20:00,1.897841744,-4.696642496,3.622959599,-9.359514626
32192102,2,20131019 21:00,2.844582362,-3.536129411,4.99482144,-7.300796096
32192202,2,20131019 22:00,3.881854633,-1.519929846,6.454540725,-3.008899911
32192302,2,20131019 23:00,3.345680077,-2.307835471,4.572248565,-3.220671104
32200002,2,20131020 0:00,2.418315238,-3.503924143,3.231243972,-4.623907369
32200102,2,20131020 1:00,1.70209605,-7.746635322,2.447979778,-10.62656174
32200202,2,20131020 2:00,2.426174169,-7.924775932,3.377269227,-10.86184796
32200302,2,20131020 3:00,4.393901247,-6.613583802,5.882260959,-9.097527173
32200402,2,20131020 4:00,6.05530439,-6.013023048,8.48097687,-8.09250957
32200502,2,20131020 5:00,6.341527183,-3.393052618,8.600830216,-5.024012247
32200602,2,20131020 6:00,3.916280617,1.087014747,5.685156167,0.669132213
32200702,2,20131020 7:00,0.024524596,4.192164887,-0.079164941,5.246459465
32200802,2,20131020 8:00,0.517002593,6.326955607,0.680852958,9.487477324
32200902,2,20131020 9:00,1.41062948,4.411823362,2.203160858,7.168506747
32201002,2,20131020 10:00,0.430043301,4.793208407,0.566679866,7.9525769
32201102,2,20131020 11:00,0.980202838,4.575480995,1.540843317,7.695782519
32201202,2,20131020 12:00,0.361874209,4.441272081,0.43830614,6.789181037
32201302,2,20131020 13:00,1.148003681,3.674639863,1.69023398,5.948407557
32201402,2,20131020 14:00,-0.14109134,5.63997976,-0.467694271,8.945211017
32201502,2,20131020 15:00,0.01622195,4.873830309,-0.041675269,8.048385971
32201602,2,20131020 16:00,-2.023170072,3.061527196,-2.987454661,5.324019189
32201702,2,20131020 17:00,-2.106633512,1.256948337,-3.736112054,2.290717035
32201802,2,20131020 18:00,-1.309142524,1.454882348,-3.40040908,2.55142199
32201902,2,20131020 19:00,-0.165562297,0.663146305,-1.847427812,1.921167761
32202002,2,20131020 20:00,0.689610231,1.018461992,-0.565962654,2.244441905
32202102,2,20131020 21:00,1.075901756,1.698679117,0.637683033,3.483442205
32202202,2,20131020 22:00,-0.238975166,2.455656017,-0.265477251,3.909043044
32202302,2,20131020 23:00,-1.982530805,1.635919553,-2.612557939,2.400213116
32210002,2,20131021 0:00,-3.434619875,0.237346799,-4.411494178,0.244834898
32210102,2,20131021 1:00,-3.709156548,-3.071085741,-4.765402061,-4.258904298
32210202,2,20131021 2:00,-3.720041745,-3.295636162,-4.808949257,-4.67853667
32210302,2,20131021 3:00,-2.399964212,-3.637429724,-2.907592796,-4.919309342
32210402,2,20131021 4:00,-2.111011708,-3.385058896,-2.50830794,-4.725440437
32210502,2,20131021 5:00,-2.003149301,-2.802817538,-2.366626216,-4.06441001
32210602,2,20131021 6:00,-1.434150364,-1.083913871,-1.620803811,-2.277689167
32210702,2,20131021 7:00,-1.243659415,-0.049094119,-1.346027136,-0.635431928
32210802,2,20131021 8:00,-0.545522459,0.247491282,-0.288627607,-0.713604873
32210902,2,20131021 9:00,-0.091807654,0.219174083,1.058882116,-1.380263753
32211002,2,20131021 10:00,1.60133527,0.750742558,3.498751794,-0.003794528
32211102,2,20131021 11:00,2.832352101,2.156169864,5.406241662,2.97865969
32211202,2,20131021 12:00,4.301358922,2.307691719,6.977007435,3.772896816
32211302,2,20131021 13:00,3.8426963,1.072664401,6.589376053,1.525268286
32211402,2,20131021 14:00,3.752151252,-1.129122031,6.807725376,-1.803023042
32211502,2,20131021 15:00,5.323577881,-2.234983177,8.72012197,-3.319578185
32211602,2,20131021 16:00,5.579380012,-1.823141807,8.935404589,-2.795506758
32211702,2,20131021 17:00,5.880207276,-1.568783807,9.323035971,-2.48344036
32211802,2,20131021 18:00,6.022704402,-1.28809578,9.455517582,-2.026910358
32211902,2,20131021 19:00,5.622920801,-1.544937745,8.94399136,-2.332097537
32212002,2,20131021 20:00,4.952491618,-1.612004795,7.808697551,-2.342103674
32212102,2,20131021 21:00,4.783771064,-1.356156417,7.379358995,-1.873691385
32212202,2,20131021 22:00,5.432924634,-1.921010021,7.801337461,-2.612269374
32212302,2,20131021 23:00,5.127644334,-2.781455441,7.04324824,-3.710442912
32220002,2,20131022 0:00,5.862889917,-2.819708499,7.901925352,-3.736083639
32220102,2,20131022 1:00,11.13961314,1.394673669,15.95417283,2.268752013
32220202,2,20131022 2:00,11.96028042,2.644653784,16.77153205,3.8615126
32220302,2,20131022 3:00,11.12998341,3.75461576,15.55635513,5.388429426
32220402,2,20131022 4:00,9.266630013,3.72864876,12.84019711,5.233038149
32220502,2,20131022 5:00,8.234108607,4.334545435,11.32360201,5.94744296
32220602,2,20131022 6:00,7.455170179,4.509695398,10.28085802,6.216743944
32220702,2,20131022 7:00,6.647342551,4.808061324,9.348769799,6.746786222
32220802,2,20131022 8:00,5.493914494,4.508677084,7.8477887,6.475509926
32220902,2,20131022 9:00,4.652917785,4.08149447,6.739873208,5.992216717
32221002,2,20131022 10:00,4.079413667,3.612051837,5.947632166,5.408840992
32221102,2,20131022 11:00,3.868629505,3.66347668,5.61498597,5.425301932
32221202,2,20131022 12:00,3.829575586,3.250550459,5.554566559,4.863654648
32221302,2,20131022 13:00,3.979906423,2.879884258,5.879066318,4.477810206
32221402,2,20131022 14:00,4.124352423,2.686404647,6.423519887,4.497563335
32221502,2,20131022 15:00,4.416989318,3.073873025,6.792825051,4.991391545
32221602,2,20131022 16:00,4.033939926,2.901778003,6.505663131,5.012461548
32221702,2,20131022 17:00,3.589367238,2.727137197,6.028417671,4.950568413
32221802,2,20131022 18:00,3.556198157,2.787217707,6.084763863,5.132955632
32221902,2,20131022 19:00,3.476485365,2.991389612,5.910973198,5.51419101
32222002,2,20131022 20:00,3.181173543,2.880393415,5.494826018,5.524067574
32222102,2,20131022 21:00,3.229322209,2.831514355,5.227351322,5.28242097
32222202,2,20131022 22:00,3.756817601,4.232204904,5.153354515,5.873697947
32222302,2,20131022 23:00,3.809781134,4.415501377,5.096329453,5.949418272
32230002,2,20131023 0:00,3.602741868,4.160922942,4.750105862,5.489170381
32230102,2,20131023 1:00,3.442999519,4.80015107,4.580294943,6.259196307
32230202,2,20131023 2:00,3.982387065,4.683728989,5.279724507,6.07205296
32230302,2,20131023 3:00,4.41216413,4.06523668,5.820931054,5.283540444
32230402,2,20131023 4:00,4.371006044,3.675040796,5.737628207,4.794000836
32230502,2,20131023 5:00,4.328981472,4.070239191,5.696238742,5.275552618
32230602,2,20131023 6:00,4.114959426,4.600960165,5.484576162,6.037819421
32230702,2,20131023 7:00,3.808656618,4.874733967,5.131455918,6.520512321
32230802,2,20131023 8:00,4.209839645,5.035723876,5.901614314,6.984376775
32230902,2,20131023 9:00,4.215905047,4.36311349,6.209153756,6.464597541
32231002,2,20131023 10:00,4.01184759,4.156646205,5.979677988,6.305411584
32231102,2,20131023 11:00,3.363282805,3.901972901,5.415419082,6.481143751
32231202,2,20131023 12:00,2.84988984,3.337598669,4.866877693,6.004727
32231302,2,20131023 13:00,2.577379987,3.542701633,4.342436499,6.346491831
32231402,2,20131023 14:00,2.439608711,4.322183852,3.881389296,7.367792412
32231502,2,20131023 15:00,2.145436708,5.272661004,3.326036982,8.417620943
32231602,2,20131023 16:00,1.82180418,4.99252037,2.734534377,7.913246801
32231702,2,20131023 17:00,1.545828383,4.224407494,2.335309412,7.159538383
32231802,2,20131023 18:00,1.0614627,4.893834464,1.522189799,7.808834507
32231902,2,20131023 19:00,0.438892496,5.071196229,0.621052083,8.102672384
32232002,2,20131023 20:00,0.011714889,4.715108378,-0.040655437,7.485327563
32232102,2,20131023 21:00,-0.498212132,4.766497812,-0.763137361,7.038579879
32232202,2,20131023 22:00,-1.13291314,4.916118378,-1.498717218,6.636906354
32232302,2,20131023 23:00,-1.365564636,4.678271704,-1.739195248,6.152501777
32240002,2,20131024 0:00,-1.345635457,4.351289373,-1.655368484,5.615035214
32240102,2,20131024 1:00,-0.709346455,4.148913937,-0.796307865,5.265638552
32240202,2,20131024 2:00,-0.512082088,3.992398567,-0.499522744,5.005784905
32240302,2,20131024 3:00,-0.430278144,4.089269972,-0.353195289,5.107957984
32240402,2,20131024 4:00,-0.254049077,4.230974424,-0.087681761,5.283813571
32240502,2,20131024 5:00,-0.393816958,4.403501596,-0.254660268,5.523036116
32240602,2,20131024 6:00,-0.714488417,4.596043521,-0.683022093,5.8133452
32240702,2,20131024 7:00,-0.966444564,4.697318172,-1.047660671,6.041760976
32240802,2,20131024 8:00,-1.207649335,4.624064175,-1.444750902,6.136074587
32240902,2,20131024 9:00,-1.224945026,3.892324802,-1.703184069,5.851660104
32241002,2,20131024 10:00,-0.970184173,3.096538218,-1.642410973,5.618823377
32241102,2,20131024 11:00,-0.773387257,2.46887556,-1.608779259,5.175745892
32241202,2,20131024 12:00,-0.603702505,2.072983744,-1.61821974,4.854490154
32241302,2,20131024 13:00,-0.447573835,1.909663358,-1.625890131,4.701230537
32241402,2,20131024 14:00,-0.319024781,1.863629426,-1.625890131,4.457587042
32241502,2,20131024 15:00,-0.238155739,1.965704667,-1.686663227,4.079841381
32241602,2,20131024 16:00,-0.210108673,2.27673393,-1.725605211,3.616132793
32241702,2,20131024 17:00,-0.075015303,2.501699755,-1.650671393,3.220703331
32241802,2,20131024 18:00,-0.00209293,2.49729651,-1.624710071,2.910254361
32241902,2,20131024 19:00,-0.046968236,2.405228645,-1.680762927,2.687241968
32242002,2,20131024 20:00,-0.071275694,2.262323308,-1.7155747,2.524649233
32242102,2,20131024 21:00,-0.08249452,1.239969719,-1.704364129,2.258409768
32242202,2,20131024 22:00,-1.287116023,1.258383292,-1.71262455,1.649301031
32242302,2,20131024 23:00,-1.478770977,1.101467627,-1.781068037,1.402710235
32250002,2,20131025 0:00,-1.606385129,0.769222726,-1.90733447,0.972404385
32250102,2,20131025 1:00,-0.598070057,-0.061206444,-0.658871381,-0.078213557
32250202,2,20131025 2:00,0.069457654,0.119802245,0.179749566,0.1586723
32250302,2,20131025 3:00,-0.024747967,0.567539596,0.103455812,0.672730725
32250402,2,20131025 4:00,-0.226481217,1.610931092,-0.124815101,1.877571943
32250502,2,20131025 5:00,-1.028656357,2.937796547,-1.155696309,3.488503202
32250602,2,20131025 6:00,-2.134382945,4.075679362,-2.635184793,5.055387657
32250702,2,20131025 7:00,-2.411766164,4.493913095,-3.077688568,5.821909466
32250802,2,20131025 8:00,-2.129625085,4.142261853,-2.781668801,5.496392846
32250902,2,20131025 9:00,-1.74566581,3.659439117,-2.508842335,5.319668477
32251002,2,20131025 10:00,-1.42593764,3.051425349,-2.434989981,5.354583626
32251102,2,20131025 11:00,-1.095742179,2.334168452,-2.310478574,4.851268324
32251202,2,20131025 12:00,-0.789336016,1.787554107,-2.176811917,4.279734193
32251302,2,20131025 13:00,-0.630423503,1.789946293,-2.148125465,3.515361008
32251402,2,20131025 14:00,-0.858324981,1.967366704,-2.430717531,3.205959073
32251502,2,20131025 15:00,-1.200415092,1.847757438,-3.106375019,3.246245783
32251602,2,20131025 16:00,-1.496353963,1.6747227,-3.608693098,3.082413161
32251702,2,20131025 17:00,-1.884119526,1.332241502,-4.128711327,2.376052839
32251802,2,20131025 18:00,-2.170542678,1.036009221,-4.448534745,1.745431533
32251902,2,20131025 19:00,-2.283303953,0.791607621,-4.631029405,1.32859837
32252002,2,20131025 20:00,-2.444119609,0.760110514,-4.518724999,1.116958851
32252102,2,20131025 21:00,-2.451732185,0.36819082,-4.421679343,0.688308253
32252202,2,20131025 22:00,-2.72483333,0.054017149,-3.664234951,0.030291983
32252302,2,20131025 23:00,-2.844255608,-0.199953192,-3.575123846,-0.329602629
32260002,2,20131026 0:00,-2.680109449,-0.38614495,-3.284597229,-0.548762334
32260102,2,20131026 1:00,-1.949804239,0.217649951,-2.313571875,0.1931696
32260202,2,20131026 2:00,-1.532561463,0.278223754,-1.749200425,0.267745593
32260302,2,20131026 3:00,-1.432701069,0.380657504,-1.602385696,0.368182617
32260402,2,20131026 4:00,-1.514760262,0.480136433,-1.690027948,0.43494016
32260502,2,20131026 5:00,-1.864271641,0.906615409,-2.143311448,0.890815993
32260602,2,20131026 6:00,-2.691376207,2.216093002,-3.321178668,2.56216024
32260702,2,20131026 7:00,-2.933212031,4.184987857,-3.975983525,5.307639365
32260802,2,20131026 8:00,-2.382677337,4.598170144,-3.311688742,6.239237867
32260902,2,20131026 9:00,-1.269451034,4.34553306,-2.042271653,6.651210091
32261002,2,20131026 10:00,-1.35715451,3.547731743,-2.289567946,5.791781905
32261102,2,20131026 11:00,-1.991919274,3.142921446,-3.542796339,5.504303477
32261202,2,20131026 12:00,-1.926792931,2.614501191,-3.88052604,4.79282444
32261302,2,20131026 13:00,-2.27326508,1.931445372,-4.545379054,3.674184534
32261402,2,20131026 14:00,-3.418186204,1.097201279,-6.35851305,1.890374877
32261502,2,20131026 15:00,-3.124683482,0.733758457,-6.270870797,1.092892879
32261602,2,20131026 16:00,-2.963170149,0.938625956,-5.99063888,1.328047827
32261702,2,20131026 17:00,-2.656642157,1.398592888,-5.516142607,2.102675891
32261802,2,20131026 18:00,-2.714387515,1.172549181,-5.727153891,1.931872809
32261902,2,20131026 19:00,-2.588042408,0.719969298,-5.902996627,1.073647461
32262002,2,20131026 20:00,-2.569807032,0.13294512,-5.823727838,-0.037775413
32262102,2,20131026 21:00,-2.857231296,-0.040404302,-5.003686631,-0.776919739
32262202,2,20131026 22:00,-2.493826298,-0.981021904,-4.224954511,-2.303321933
32262302,2,20131026 23:00,-1.953277644,-2.489949827,-2.669723196,-4.027591079
32270002,2,20131027 0:00,-1.888585476,-4.115593127,-2.247700628,-5.738629
32270102,2,20131027 1:00,1.270328599,-6.590359167,1.827228865,-8.952875061
32270202,2,20131027 2:00,1.453363848,-7.031518763,2.142861068,-9.607689563
32270302,2,20131027 3:00,2.512000153,-8.100566398,3.682960548,-11.06749297
32270402,2,20131027 4:00,3.52040641,-7.943867383,4.982622557,-10.83208445
32270502,2,20131027 5:00,4.927228271,-7.639205187,7.027733561,-10.6162933
32270602,2,20131027 6:00,5.370546493,-6.875365738,7.64275219,-9.487955919
32270702,2,20131027 7:00,6.217227219,-4.843738441,8.926632589,-6.9370205
32270802,2,20131027 8:00,4.559635651,0.148244462,7.399529729,0.196263509
32270902,2,20131027 9:00,3.292849073,1.081340686,6.754340374,1.860358214
32271002,2,20131027 10:00,4.561157773,0.92573365,8.419764405,1.586391402
32271102,2,20131027 11:00,4.877759285,1.533420074,8.469894226,2.776963224
32271202,2,20131027 12:00,4.771210699,3.374497001,7.680349555,5.630276827
32271302,2,20131027 13:00,4.609485167,4.849214907,7.120566562,7.868010682
32271402,2,20131027 14:00,4.313432312,5.110743925,6.638299123,8.257652369
32271502,2,20131027 15:00,4.238467771,5.024477569,6.401110807,7.960685875
32271602,2,20131027 16:00,4.167689068,4.757488655,6.270216276,7.535191741
32271702,2,20131027 17:00,3.992264432,4.685418028,6.074338644,7.497309911
32271802,2,20131027 18:00,3.676043451,4.825191365,5.48299243,7.546015121
32271902,2,20131027 19:00,3.435167541,4.743292925,5.101448798,7.472957305
32272002,2,20131027 20:00,3.445061339,4.838295115,5.098199643,7.438457781
32272102,2,20131027 21:00,3.861742415,5.500034509,5.495524886,8.095978128
32272202,2,20131027 22:00,4.068370565,5.596674668,5.634774386,7.95798003
32272302,2,20131027 23:00,3.978565328,5.529517948,5.41336768,7.618396477
32280002,2,20131028 0:00,3.649406305,5.710240505,4.969161772,7.763835648
32280102,2,20131028 1:00,2.458106059,5.762103085,3.335180399,7.571835002
32280202,2,20131028 2:00,2.348801586,6.077767517,3.261433823,7.947665273
32280302,2,20131028 3:00,1.833460119,6.086622789,2.602184121,7.936041656
32280402,2,20131028 4:00,1.581614388,6.35696906,2.299152733,8.277001077
32280502,2,20131028 5:00,1.255756851,6.809629771,1.987182366,8.956336894
32280602,2,20131028 6:00,1.312636295,7.098207486,2.032771159,9.410949455
32280702,2,20131028 7:00,1.241708314,7.082580534,1.820023458,9.569805549
32280802,2,20131028 8:00,0.751722744,6.654922946,1.177310868,9.174602584
32280902,2,20131028 9:00,0.519407907,5.880347022,0.829137636,8.583735405
32281002,2,20131028 10:00,0.65235504,5.48342244,0.983335024,8.543698503
32281102,2,20131028 11:00,0.852118388,5.007321301,1.23183864,8.063255682
32281202,2,20131028 12:00,0.916193425,4.829174047,1.233626436,7.85467634
32281302,2,20131028 13:00,0.707521248,4.505175241,0.869363042,7.562148654
32281402,2,20131028 14:00,0.325469562,4.590081681,0.27849653,7.466576695
32281502,2,20131028 15:00,0.001667909,4.884910176,-0.171134114,7.70227781
32281602,2,20131028 16:00,-0.104210092,4.799482839,-0.281530505,7.704860836
32281702,2,20131028 17:00,-0.134020403,4.537470942,-0.295385922,7.458181861
32281802,2,20131028 18:00,-0.206318974,4.440062941,-0.406676211,7.146281482
32281902,2,20131028 19:00,-0.472898536,4.129607494,-0.808483317,6.513440132
32282002,2,20131028 20:00,-0.692535424,3.5409923,-1.268840736,6.071096943
32282102,2,20131028 21:00,-1.197597474,4.096790894,-1.734114593,5.887702103
32282202,2,20131028 22:00,-1.674219802,4.932311931,-2.251681477,6.664547148
32282302,2,20131028 23:00,-1.660856559,4.435895754,-2.111339507,5.863163357
32290002,2,20131029 0:00,-1.513518241,4.257748501,-1.867752329,5.499602459
32290102,2,20131029 1:00,-1.277785641,4.907037811,-1.545278812,6.293429503
32290202,2,20131029 2:00,-1.292890753,4.969668301,-1.544832617,6.372041063
32290302,2,20131029 3:00,-1.234148653,4.953762145,-1.451131647,6.326131912
32290402,2,20131029 4:00,-1.338541756,4.938850123,-1.593021688,6.30034732
32290502,2,20131029 5:00,-1.479858466,4.919961563,-1.790239921,6.272676051
32290602,2,20131029 6:00,-1.653063744,4.881687374,-2.042786346,6.261984879
32290702,2,20131029 7:00,-1.664476495,4.787244571,-2.109269415,6.215446835
32290802,2,20131029 8:00,-1.430179433,4.502424959,-1.878140355,5.967034304
32290902,2,20131029 9:00,-0.774953264,3.7931098,-1.152180932,5.628061256
32291002,2,20131029 10:00,-0.26272215,3.259259428,-0.610500084,5.939991928
32291102,2,20131029 11:00,-0.000900218,3.225955913,-0.353937903,6.245004782
32291202,2,20131029 12:00,0.100471863,3.228938317,-0.259344542,6.245633674
32291302,2,20131029 13:00,-0.154636686,2.761197907,-0.817088414,5.877102679
32291402,2,20131029 14:00,-0.278162931,2.393865109,-1.287824241,5.243179057
32291502,2,20131029 15:00,-0.334891016,1.832178964,-1.713940559,4.097965846
32291602,2,20131029 16:00,-0.672909844,1.396747934,-2.556803098,3.025704164
32291702,2,20131029 17:00,-0.999180252,1.34604706,-3.033785657,2.813767397
32291802,2,20131029 18:00,-1.415745659,1.215318338,-3.629902307,2.742702546
